accident_id,latitude,longitude,datetime,hour,day_of_week,severity,weather,road_type,visibility,traffic_level,road_condition,lighting,junction,speed_limit,vehicle_type,area_name
662,18.590681311362303,73.73753669157534,2023-09-21 21:34:04,21,3,1,Clear,Highway,0.7758561860099835,4,Wet,Night,0,40,Bus,Hinjewadi
663,18.588572532523134,73.72294106031426,2023-11-24 15:29:31,15,4,2,Rain,City Road,0.6029940920942366,4,Dry,Daylight,1,60,Truck,Hinjewadi
664,18.59876488354316,73.71975939929412,2023-07-28 05:53:34,5,4,3,Clear,City Road,0.8709976955630861,5,Wet,Night,1,80,Bike,Hinjewadi
665,18.588397606152558,73.75154619711623,2023-05-09 14:32:25,14,1,2,Clear,City Road,0.6408986751982462,1,Wet,Daylight,1,40,Truck,Hinjewadi
666,18.590573517778783,73.74131240248407,2023-12-31 18:19:28,18,6,3,Fog,Highway,0.3862061689183579,2,Wet,Daylight,0,60,Bike,Hinjewadi
667,18.576933241047797,73.74024412527902,2023-01-11 17:15:20,17,2,2,Clear,Intersection,0.6916939318159993,3,Wet,Daylight,1,80,Truck,Hinjewadi
668,18.5865150388664,73.73131234742064,2023-02-14 19:03:46,19,1,1,Clear,City Road,0.878155048490147,2,Wet,Daylight,0,60,Bike,Hinjewadi
669,18.570655597780124,73.76243092448911,2023-12-07 14:35:25,14,3,2,Fog,Intersection,0.43509457423525494,3,Wet,Daylight,1,60,Bike,Hinjewadi
670,18.59639062223605,73.72912525363061,2023-04-12 10:42:07,10,2,2,Clear,Highway,0.862393487479193,4,Dry,Daylight,1,80,Truck,Hinjewadi
671,18.592506900244643,73.73748474246634,2023-03-11 08:22:21,8,5,2,Clear,Highway,0.6505877934986795,2,Wet,Daylight,1,60,Bus,Hinjewadi
672,18.593109165241437,73.73853669391957,2023-08-14 11:29:18,11,0,1,Clear,Highway,0.5710906881936758,1,Wet,Daylight,0,80,Truck,Hinjewadi
673,18.621968603701806,73.75250115900181,2023-04-14 02:19:33,2,4,1,Clear,Intersection,0.5854068531531054,5,Dry,Night,0,40,Bus,Hinjewadi
674,18.584386197649305,73.74857826024025,2023-01-15 20:34:58,20,6,1,Clear,City Road,0.5728143233527117,5,Wet,Night,1,80,Truck,Hinjewadi
675,18.58267613233926,73.74365365610691,2023-02-12 02:23:05,2,6,3,Clear,Intersection,0.9210968654365572,1,Dry,Night,0,60,Truck,Hinjewadi
676,18.584266892544107,73.74144341509299,2023-08-20 16:26:49,16,6,1,Fog,City Road,0.31463931591006145,2,Wet,Daylight,0,40,Bus,Hinjewadi
677,18.588209950379177,73.73380832230075,2023-06-18 18:25:40,18,6,1,Clear,City Road,0.7828710130354507,2,Dry,Daylight,0,80,Bike,Hinjewadi
678,18.586277744786464,73.7375876532663,2023-05-15 06:02:14,6,0,2,Clear,Highway,0.9779515861940912,2,Dry,Daylight,1,40,Truck,Hinjewadi
679,18.567043326205347,73.7391416615205,2023-10-10 22:31:55,22,1,2,Fog,Intersection,0.2897897709984575,4,Dry,Night,0,80,Car,Hinjewadi
680,18.58452715264544,73.73209417113934,2023-11-02 10:02:30,10,3,2,Rain,Highway,0.7501452593390898,3,Wet,Daylight,0,60,Bus,Hinjewadi
681,18.600759374757644,73.74028652625474,2023-05-02 19:41:04,19,1,1,Clear,Intersection,0.663873612948064,2,Dry,Daylight,0,40,Truck,Hinjewadi
682,18.586602353841695,73.74433390827872,2023-06-19 11:29:08,11,0,1,Clear,City Road,0.9257685859489628,3,Dry,Daylight,1,60,Bus,Hinjewadi
683,18.6010268314277,73.72489929276817,2023-08-24 10:16:33,10,3,1,Clear,City Road,0.9641862759903959,2,Wet,Daylight,1,80,Bus,Hinjewadi
684,18.58380228836027,73.7255538939309,2023-07-18 14:48:30,14,1,2,Rain,Intersection,0.5974713844850799,5,Dry,Daylight,0,40,Bike,Hinjewadi
685,18.601787806734905,73.74088131651136,2023-02-14 21:53:48,21,1,1,Clear,Intersection,0.9832953851116584,2,Dry,Night,1,80,Truck,Hinjewadi
686,18.599207654267396,73.73497818438803,2023-05-30 14:16:53,14,1,1,Rain,Intersection,0.6750932621659805,2,Wet,Daylight,1,80,Truck,Hinjewadi
687,18.580568266442608,73.74304632895242,2023-12-16 07:59:30,7,5,1,Clear,Intersection,0.7519565126903001,4,Wet,Daylight,0,40,Car,Hinjewadi
688,18.61163025801849,73.74180246565668,2023-08-12 22:11:24,22,5,1,Clear,Highway,0.6387614024511963,4,Dry,Night,1,40,Car,Hinjewadi
689,18.592041064878885,73.73554792746741,2023-03-15 19:39:45,19,2,1,Clear,City Road,0.7728748398897178,1,Dry,Daylight,0,40,Truck,Hinjewadi
690,18.599000807222215,73.74273436262597,2023-04-09 22:11:09,22,6,2,Clear,City Road,0.9894597780599499,4,Wet,Night,0,40,Bus,Hinjewadi
691,18.594692168078986,73.74118946380204,2023-01-18 05:42:44,5,2,2,Rain,Intersection,0.5526097776190848,4,Dry,Night,1,80,Bike,Hinjewadi
692,18.608022623442572,73.73159937780747,2023-10-03 06:21:27,6,1,1,Clear,Intersection,0.9996681399917522,4,Dry,Daylight,0,60,Bike,Hinjewadi
693,18.591627829021245,73.74384180214281,2023-06-19 08:21:02,8,0,2,Clear,Highway,0.972508547124247,4,Wet,Daylight,0,80,Car,Hinjewadi
694,18.599083430208594,73.7325292149375,2023-01-01 15:45:49,15,6,2,Rain,Highway,0.7517567556489984,1,Dry,Daylight,0,60,Truck,Hinjewadi
695,18.609215396139252,73.74102865256528,2023-07-21 22:00:31,22,4,3,Clear,Highway,0.9738847910160742,2,Dry,Night,1,80,Car,Hinjewadi
696,18.599123484089436,73.74184248312767,2023-12-26 10:59:08,10,1,1,Rain,Intersection,0.7541777437822961,5,Wet,Daylight,1,60,Bus,Hinjewadi
697,18.6062801227379,73.73369561014609,2023-11-10 05:13:34,5,4,1,Rain,Intersection,0.9953213685860895,3,Wet,Night,1,40,Car,Hinjewadi
698,18.60529191028599,73.74122006283149,2023-07-29 02:44:10,2,5,2,Clear,City Road,0.9801090361914123,3,Wet,Night,0,40,Car,Hinjewadi
699,18.583332448728978,73.7455912399103,2023-09-24 17:58:21,17,6,1,Clear,Highway,0.5947595216186884,1,Dry,Daylight,1,80,Bus,Hinjewadi
700,18.596727577449848,73.73561031666003,2023-10-07 09:34:24,9,5,1,Clear,City Road,0.668172863357791,1,Wet,Daylight,1,40,Bus,Hinjewadi
701,18.577805168446893,73.73860183183331,2023-10-16 03:28:33,3,0,2,Rain,City Road,0.6260719779194718,1,Dry,Night,1,40,Truck,Hinjewadi
702,18.573865305019638,73.74111493307133,2023-10-14 05:41:21,5,5,1,Clear,Highway,0.8614196019501061,3,Wet,Night,1,80,Bike,Hinjewadi
703,18.58384551079608,73.73863394894963,2023-09-18 10:42:38,10,0,1,Clear,City Road,0.9205480853080508,2,Dry,Daylight,1,80,Bike,Hinjewadi
704,18.577280416190483,73.7559410207806,2023-03-18 12:30:01,12,5,2,Clear,City Road,0.6736442371528488,4,Dry,Daylight,0,60,Truck,Hinjewadi
705,18.583531359619954,73.73958072269248,2023-05-22 10:47:24,10,0,1,Fog,City Road,0.44158782013934755,2,Dry,Daylight,0,60,Truck,Hinjewadi
706,18.59152499862888,73.74695593834996,2023-06-17 11:58:59,11,5,2,Clear,Intersection,0.7640888607115086,5,Wet,Daylight,0,80,Bus,Hinjewadi
707,18.59765037855449,73.73877586780475,2023-01-28 04:12:11,4,5,1,Clear,Highway,0.7121860130268174,1,Wet,Night,0,60,Truck,Hinjewadi
708,18.587948372675783,73.72952882954762,2023-09-15 23:08:38,23,4,3,Clear,Intersection,0.6108897459667733,1,Dry,Night,0,60,Bus,Hinjewadi
709,18.597085007862614,73.74556872345076,2023-12-24 14:12:23,14,6,3,Fog,Highway,0.46362885897768735,2,Wet,Daylight,1,80,Truck,Hinjewadi
710,18.575377768332537,73.73940227699165,2023-05-09 05:41:14,5,1,1,Rain,Intersection,0.8635814048700692,1,Wet,Night,0,40,Bike,Hinjewadi
711,18.592087062390448,73.74121529903803,2023-08-31 00:13:45,0,3,2,Fog,City Road,0.4324426278934203,4,Wet,Night,0,40,Bike,Hinjewadi
712,18.587000060228732,73.73597915524532,2023-05-02 21:54:21,21,1,1,Clear,City Road,0.6102189424463069,1,Dry,Night,0,80,Truck,Hinjewadi
713,18.59956145655706,73.7534371409688,2023-09-15 15:13:09,15,4,1,Fog,Intersection,0.38973831006759424,5,Dry,Daylight,0,40,Truck,Hinjewadi
714,18.5797210908814,73.74651264291165,2023-11-26 08:04:31,8,6,2,Rain,Highway,0.8751359147358859,1,Wet,Daylight,0,60,Car,Hinjewadi
715,18.58238575093833,73.752941659401,2023-02-18 09:35:31,9,5,3,Clear,Highway,0.8774662698925252,5,Wet,Daylight,0,40,Bike,Hinjewadi
716,18.579711485900706,73.74146079878666,2023-10-07 12:35:45,12,5,2,Clear,Intersection,0.8485065069671315,5,Dry,Daylight,1,80,Truck,Hinjewadi
717,18.595800543414466,73.74116505352116,2023-12-16 13:02:40,13,5,3,Clear,Highway,0.6852457185297571,3,Wet,Daylight,0,60,Bus,Hinjewadi
718,18.56235845564238,73.73974201008339,2023-04-27 15:12:23,15,3,1,Clear,Intersection,0.8595097215814456,5,Dry,Daylight,1,60,Bus,Hinjewadi
719,18.600292972263492,73.75416332728413,2023-07-16 22:43:27,22,6,1,Clear,Highway,0.6951628896307773,4,Dry,Night,0,40,Car,Hinjewadi
720,18.574108364448097,73.75119755130558,2023-05-01 02:44:31,2,0,1,Rain,City Road,0.761643124650125,2,Wet,Night,1,80,Truck,Hinjewadi
721,18.594803933950182,73.74394287853384,2023-09-16 23:53:32,23,5,2,Clear,Highway,0.5181703741581212,2,Dry,Night,0,60,Bus,Hinjewadi
722,18.58545617549537,73.74224838195025,2023-06-08 14:29:52,14,3,2,Clear,City Road,0.7425364545713478,2,Wet,Daylight,1,60,Truck,Hinjewadi
723,18.603738668888237,73.73094562052363,2023-05-07 16:14:42,16,6,3,Clear,Highway,0.9088942152947097,1,Wet,Daylight,1,40,Bus,Hinjewadi
724,18.57677783526132,73.74538003185154,2023-06-06 06:38:36,6,1,2,Clear,City Road,0.8388407705588492,3,Dry,Daylight,1,80,Truck,Hinjewadi
725,18.599973505067396,73.73693219051123,2023-09-28 18:27:12,18,3,1,Rain,Intersection,0.8428563844123405,2,Wet,Daylight,1,40,Bus,Hinjewadi
726,18.610059903358827,73.72323191575542,2023-04-25 19:42:22,19,1,2,Clear,Highway,0.5748885658404513,2,Wet,Daylight,1,40,Truck,Hinjewadi
727,18.603725407310293,73.7311098057848,2023-08-04 07:29:55,7,4,2,Rain,City Road,0.8783946114511985,4,Dry,Daylight,1,60,Car,Hinjewadi
728,18.599947440830316,73.74232963532445,2023-02-19 10:24:29,10,6,2,Clear,Highway,0.9153178823430446,5,Wet,Daylight,1,60,Bike,Hinjewadi
729,18.612344148343087,73.74265169014059,2023-03-16 12:04:45,12,3,2,Clear,Highway,0.9322014935971988,3,Wet,Daylight,1,80,Bike,Hinjewadi
730,18.597298290776635,73.71810366717753,2023-06-13 06:50:37,6,1,2,Clear,City Road,0.8950656868630542,4,Wet,Daylight,1,60,Bus,Hinjewadi
731,18.58248172233442,73.75246433710166,2023-09-16 05:35:29,5,5,2,Rain,Intersection,0.6912422302912972,1,Dry,Night,1,80,Car,Hinjewadi
732,18.602111490925356,73.73599262780196,2023-05-28 05:53:24,5,6,2,Rain,Highway,0.633582631293995,3,Wet,Night,0,40,Bus,Hinjewadi
733,18.599778988252915,73.74443569531068,2023-09-21 01:03:38,1,3,2,Rain,Intersection,0.7075535884274663,3,Dry,Night,1,40,Bus,Hinjewadi
734,18.588475899833963,73.75123724278336,2023-10-18 13:07:10,13,2,2,Clear,City Road,0.5448261156178396,5,Wet,Daylight,0,60,Truck,Hinjewadi
735,18.589262946201952,73.74430287944035,2023-12-17 14:45:27,14,6,1,Clear,Highway,0.7815821942269774,1,Dry,Daylight,1,60,Bus,Hinjewadi
736,18.602041982440436,73.74100303040223,2023-03-09 14:03:08,14,3,1,Clear,Intersection,0.9972821283422624,5,Dry,Daylight,0,40,Car,Hinjewadi
737,18.595955884359288,73.72143104308654,2023-08-28 01:00:53,1,0,1,Clear,Highway,0.5432287535600762,4,Wet,Night,0,60,Truck,Hinjewadi
738,18.58395813734058,73.73832314397103,2023-08-10 00:26:43,0,3,1,Clear,Highway,0.8009131743165239,5,Wet,Night,0,60,Bike,Hinjewadi
739,18.615230181917855,73.74326529667813,2023-04-27 21:03:22,21,3,3,Clear,City Road,0.6436206739874204,5,Wet,Night,1,80,Bus,Hinjewadi
740,18.599198062928203,73.72190581054902,2023-06-07 16:53:41,16,2,2,Clear,Highway,0.7130611854862428,5,Wet,Daylight,1,80,Car,Hinjewadi
741,18.571217593849557,73.7532192417394,2023-08-01 19:08:41,19,1,1,Clear,Intersection,0.562478283042009,5,Dry,Daylight,1,80,Truck,Hinjewadi
742,18.584915142936893,73.7359736937967,2023-11-20 18:52:54,18,0,2,Clear,Intersection,0.5285495392225882,3,Dry,Daylight,0,80,Car,Hinjewadi
743,18.586311138809563,73.75478940328445,2023-01-01 03:47:01,3,6,1,Clear,Intersection,0.6582343920307493,5,Dry,Night,0,40,Bike,Hinjewadi
744,18.587584226885568,73.73385280589812,2023-04-29 00:19:11,0,5,2,Fog,City Road,0.4648757439062245,1,Wet,Night,0,60,Bike,Hinjewadi
745,18.582933223208666,73.74660103566559,2023-04-22 10:13:46,10,5,3,Clear,City Road,0.7587997325269038,4,Dry,Daylight,0,40,Bus,Hinjewadi
746,18.587200179721712,73.72859857734777,2023-03-23 15:02:40,15,3,2,Rain,City Road,0.5796974423857011,4,Dry,Daylight,1,60,Bike,Hinjewadi
747,18.58764883434557,73.72590362330138,2023-06-16 22:50:52,22,4,1,Clear,Intersection,0.7995055221067837,4,Dry,Night,0,40,Truck,Hinjewadi
748,18.57708943168934,73.74693154742614,2023-11-02 03:48:11,3,3,1,Fog,Highway,0.4084723654581105,2,Dry,Night,0,60,Bike,Hinjewadi
749,18.5722723782241,73.74201490858798,2023-08-14 05:50:59,5,0,3,Clear,Intersection,0.589825608977671,1,Dry,Night,0,80,Car,Hinjewadi
750,18.578703335520505,73.726965025591,2023-08-24 14:29:44,14,3,1,Clear,Highway,0.7391418337555216,2,Dry,Daylight,0,60,Truck,Hinjewadi
751,18.602786103667416,73.74006562349243,2023-09-12 06:17:55,6,1,1,Clear,Intersection,0.9683306522923405,4,Wet,Daylight,0,40,Car,Hinjewadi
752,18.589492533605018,73.7148376184899,2023-05-06 03:34:49,3,5,2,Rain,City Road,0.9033539038725307,2,Wet,Night,0,80,Car,Hinjewadi
753,18.57805829240895,73.74683349323686,2023-06-30 14:00:14,14,4,2,Clear,Highway,0.6154896552640319,1,Wet,Daylight,1,40,Bus,Hinjewadi
754,18.58422383549391,73.72935945545896,2023-06-21 13:44:38,13,2,2,Clear,City Road,0.6896827991020933,3,Dry,Daylight,1,80,Car,Hinjewadi
755,18.61134230474478,73.74527477471949,2023-06-21 17:13:40,17,2,1,Clear,Highway,0.6408958237546329,2,Dry,Daylight,1,60,Truck,Hinjewadi
756,18.59041484699165,73.73244419457494,2023-09-20 09:18:08,9,2,1,Clear,City Road,0.7846673159536126,2,Dry,Daylight,1,40,Car,Hinjewadi
757,18.589581901961502,73.73902311157352,2023-03-24 23:50:29,23,4,2,Clear,Intersection,0.6451841062430103,5,Wet,Night,1,60,Car,Hinjewadi
758,18.565008477949466,73.72599477272709,2023-07-18 12:29:13,12,1,2,Clear,Intersection,0.9096991154832463,3,Wet,Daylight,0,40,Truck,Hinjewadi
759,18.60860264433713,73.73178889185446,2023-07-03 18:24:53,18,0,1,Fog,City Road,0.462607371919732,4,Wet,Daylight,1,40,Bike,Hinjewadi
760,18.582827581063945,73.73367594883078,2023-11-05 06:09:00,6,6,2,Clear,City Road,0.6767875618161375,1,Wet,Daylight,0,40,Bike,Hinjewadi
761,18.588027404483075,73.71873615012555,2023-12-16 23:36:50,23,5,3,Rain,Intersection,0.5201406533669901,5,Dry,Night,1,80,Bike,Hinjewadi
762,18.58068249569908,73.71626271390704,2023-11-06 03:29:18,3,0,1,Rain,Intersection,0.9104201183524254,1,Dry,Night,0,40,Truck,Hinjewadi
763,18.581974277276412,73.75443958908913,2023-10-13 19:39:28,19,4,2,Clear,Highway,0.9179442040631212,4,Dry,Daylight,0,60,Car,Hinjewadi
764,18.58263651481719,73.73278366263305,2023-03-07 21:38:18,21,1,3,Clear,Intersection,0.932822518186366,1,Dry,Night,1,40,Bike,Hinjewadi
765,18.58250221967195,73.74987208045565,2023-09-13 20:56:02,20,2,1,Rain,City Road,0.8502274327121789,5,Wet,Night,0,80,Bus,Hinjewadi
766,18.585119002405516,73.74670451907171,2023-02-02 22:21:06,22,3,2,Rain,City Road,0.7271072098826237,3,Wet,Night,1,40,Truck,Hinjewadi
767,18.602462461801558,73.7453894360626,2023-04-21 05:04:51,5,4,3,Clear,Highway,0.8230234720482981,2,Dry,Night,1,40,Bike,Hinjewadi
768,18.59056426460814,73.7243907210889,2023-07-20 04:21:39,4,3,1,Rain,Highway,0.7636275749753385,3,Wet,Night,1,60,Bus,Hinjewadi
769,18.584954895449115,73.74636980840104,2023-09-15 19:33:58,19,4,1,Rain,City Road,0.955412110165198,2,Dry,Daylight,1,80,Truck,Hinjewadi
770,18.580239545037465,73.72301457638275,2023-09-03 19:26:10,19,6,1,Clear,Intersection,0.9622471413870264,1,Wet,Daylight,1,80,Car,Hinjewadi
771,18.577718229545727,73.73905682236472,2023-08-29 11:55:44,11,1,2,Clear,Intersection,0.8187023061305918,1,Dry,Daylight,1,80,Car,Hinjewadi
772,18.613084989860962,73.73656294988291,2023-05-11 04:10:51,4,3,1,Clear,City Road,0.8269971107101242,3,Dry,Night,0,40,Bus,Hinjewadi
773,18.588241915669062,73.7547806084151,2023-02-06 06:25:54,6,0,2,Clear,City Road,0.65480037254275,5,Dry,Daylight,1,80,Car,Hinjewadi
774,18.585284527923278,73.72914539972324,2023-11-14 20:15:34,20,1,3,Clear,Intersection,0.8320503355739455,2,Wet,Night,1,40,Truck,Hinjewadi
775,18.594345789837867,73.7323062016836,2023-10-19 17:06:53,17,3,2,Clear,Highway,0.8938384201678771,4,Dry,Daylight,1,40,Bus,Hinjewadi
776,18.59390058620963,73.73507269070072,2023-04-02 05:08:02,5,6,1,Clear,City Road,0.8921399074772846,3,Dry,Night,1,60,Car,Hinjewadi
777,18.578257326784254,73.73805868759476,2023-09-19 06:54:36,6,1,3,Rain,Highway,0.9557956139030632,2,Dry,Daylight,0,80,Car,Hinjewadi
778,18.594714066688425,73.73419928500411,2023-05-01 13:19:08,13,0,2,Clear,City Road,0.9667965718506257,3,Wet,Daylight,0,40,Car,Hinjewadi
779,18.60166922739656,73.72586275368975,2023-03-29 05:48:09,5,2,1,Clear,City Road,0.6402639109277004,2,Dry,Night,0,60,Truck,Hinjewadi
780,18.58195779282725,73.7489540277483,2023-11-10 05:42:39,5,4,2,Rain,Intersection,0.535050740133721,2,Dry,Night,0,80,Car,Hinjewadi
781,18.58989074194874,73.75018239783269,2023-03-19 08:01:31,8,6,2,Clear,Intersection,0.6208822537398409,5,Dry,Daylight,0,80,Bike,Hinjewadi
782,18.590652216396613,73.72967587015157,2023-02-27 05:26:18,5,0,1,Fog,Highway,0.4426094506980842,4,Dry,Night,1,40,Car,Hinjewadi
783,18.589646322658098,73.71905956096812,2023-01-10 11:39:40,11,1,1,Clear,Highway,0.7356832422039217,2,Wet,Daylight,1,80,Truck,Hinjewadi
784,18.604040410068365,73.7035114227493,2023-01-18 22:44:35,22,2,1,Clear,Intersection,0.9063664521523397,4,Dry,Night,1,60,Bike,Hinjewadi
785,18.599057412897114,73.75244329896775,2023-04-06 02:05:52,2,3,3,Rain,City Road,0.5413691517435357,1,Dry,Night,0,80,Truck,Hinjewadi
786,18.58663637619867,73.75381168314226,2023-07-04 12:35:30,12,1,2,Fog,City Road,0.4756334706596439,5,Dry,Daylight,1,80,Truck,Hinjewadi
787,18.591465722834418,73.73623007209824,2023-08-26 09:29:10,9,5,1,Fog,City Road,0.3596711757249484,4,Wet,Daylight,1,40,Car,Hinjewadi
788,18.613448863809964,73.75375588608009,2023-11-27 00:07:45,0,0,1,Clear,City Road,0.7807921804834541,1,Dry,Night,0,80,Bus,Hinjewadi
789,18.61471771838972,73.73337956384837,2023-10-26 10:50:23,10,3,2,Rain,Intersection,0.8309507882359644,2,Wet,Daylight,1,80,Car,Hinjewadi
790,18.592486286906546,73.73544333625324,2023-01-29 06:48:29,6,6,3,Rain,Highway,0.581451327238697,4,Dry,Daylight,1,60,Bike,Hinjewadi
791,18.57789971459004,73.75515875305541,2023-06-26 20:47:10,20,0,2,Clear,Highway,0.9910675922180752,2,Dry,Night,0,80,Bike,Hinjewadi
792,18.587633502728018,73.75129577635161,2023-06-10 22:52:12,22,5,1,Clear,City Road,0.8724326792331398,5,Wet,Night,1,80,Bike,Hinjewadi
793,18.592558594240817,73.73837494931462,2023-12-11 03:23:40,3,0,3,Rain,City Road,0.5117164776836941,2,Dry,Night,1,40,Car,Hinjewadi
794,18.591946928665934,73.74924999442128,2023-09-02 13:50:19,13,5,3,Rain,Highway,0.928306168112463,1,Wet,Daylight,0,60,Car,Hinjewadi
795,18.59303213048369,73.73330842442877,2023-08-12 13:38:30,13,5,1,Clear,Highway,0.947896436447353,3,Wet,Daylight,1,40,Bus,Hinjewadi
796,18.576895204356127,73.74790929234251,2023-03-17 12:16:03,12,4,3,Clear,Intersection,0.8349849620483283,4,Dry,Daylight,0,60,Bus,Hinjewadi
797,18.580252811270828,73.73583432955121,2023-10-06 23:28:09,23,4,1,Clear,City Road,0.8853459853801169,3,Wet,Night,0,60,Bus,Hinjewadi
798,18.583901304135374,73.7586439674448,2023-09-28 10:29:31,10,3,2,Fog,Highway,0.3114999350766988,1,Dry,Daylight,1,80,Truck,Hinjewadi
799,18.599334071178866,73.75112349067074,2023-05-30 02:56:19,2,1,1,Clear,Intersection,0.548928501358225,1,Dry,Night,0,60,Car,Hinjewadi
800,18.599691426059323,73.72615480892692,2023-07-11 23:55:45,23,1,2,Clear,Intersection,0.9720206391404638,4,Dry,Night,0,40,Truck,Hinjewadi
801,18.59620496199364,73.74501430289376,2023-06-05 05:02:04,5,0,2,Clear,City Road,0.8533212608744669,3,Dry,Night,0,40,Bike,Wakad
802,18.601739190997534,73.75668963049382,2023-04-05 18:05:59,18,2,1,Clear,Highway,0.858359292883821,2,Wet,Daylight,1,80,Car,Wakad
803,18.60572878823842,73.75378781375791,2023-02-27 07:27:52,7,0,1,Clear,Intersection,0.9278218320724734,3,Wet,Daylight,1,80,Bike,Wakad
804,18.590041366921035,73.76459957993644,2023-09-12 18:54:13,18,1,1,Clear,Intersection,0.7636554478211967,4,Dry,Daylight,0,40,Bike,Wakad
805,18.617842020358562,73.76798398007621,2023-09-25 01:06:19,1,0,1,Clear,Intersection,0.5473694573896721,3,Wet,Night,0,40,Bus,Wakad
806,18.601105894331717,73.77562132403685,2023-01-03 03:40:53,3,1,1,Clear,City Road,0.5308039926462347,3,Wet,Night,0,40,Car,Wakad
807,18.60134309064078,73.75779972272706,2023-12-13 16:11:33,16,2,2,Clear,Intersection,0.7022597622291176,5,Wet,Daylight,0,60,Bus,Wakad
808,18.60308344511076,73.75003442071383,2023-10-19 15:29:46,15,3,2,Clear,Intersection,0.7233443608723324,4,Dry,Daylight,1,60,Truck,Wakad
809,18.59028548976571,73.75634607029714,2023-12-01 03:53:14,3,4,1,Clear,Highway,0.857059570462458,5,Wet,Night,0,40,Bus,Wakad
810,18.616724142939894,73.7639963796071,2023-10-27 01:21:02,1,4,1,Clear,Highway,0.9439364659256652,2,Wet,Night,0,80,Bus,Wakad
811,18.600229473786058,73.77422975670129,2023-12-10 21:08:02,21,6,1,Rain,City Road,0.5027218545958453,4,Wet,Night,1,40,Bike,Wakad
812,18.605230293360513,73.76655398170978,2023-02-11 09:27:56,9,5,1,Rain,Highway,0.5841055462167708,5,Wet,Daylight,0,60,Truck,Wakad
813,18.599182288272033,73.78237857550236,2023-10-30 07:24:14,7,0,1,Clear,Highway,0.6453611538103325,3,Wet,Daylight,0,60,Car,Wakad
814,18.60296113786801,73.77277871055827,2023-06-15 02:38:59,2,3,1,Clear,Highway,0.9507234147691898,1,Wet,Night,0,80,Bike,Wakad
815,18.58872127186372,73.77224073441766,2023-03-26 23:44:50,23,6,2,Clear,Highway,0.6542346062913431,1,Dry,Night,1,60,Bus,Wakad
816,18.579601844812007,73.7552512150357,2023-03-10 07:22:57,7,4,1,Clear,Highway,0.7197326871792211,5,Wet,Daylight,0,40,Bus,Wakad
817,18.61207619056359,73.76606056122428,2023-11-09 06:50:49,6,3,1,Clear,City Road,0.6986456464729529,5,Wet,Daylight,1,40,Truck,Wakad
818,18.61061664754892,73.76210962617117,2023-09-28 06:22:04,6,3,2,Fog,Highway,0.3512149724045361,4,Dry,Daylight,0,60,Bike,Wakad
819,18.606623564932935,73.75121376528331,2023-07-21 03:42:58,3,4,3,Clear,Highway,0.9418666944156935,1,Dry,Night,0,80,Bike,Wakad
820,18.611309899053055,73.76603274563037,2023-06-30 09:55:07,9,4,2,Clear,Intersection,0.6196055440171093,2,Wet,Daylight,0,60,Truck,Wakad
821,18.606338977643425,73.77085902323111,2023-01-20 12:04:09,12,4,1,Clear,Intersection,0.9229826280492667,2,Dry,Daylight,0,40,Truck,Wakad
822,18.598045409488925,73.75034215066853,2023-08-05 11:23:54,11,5,2,Clear,Highway,0.5183148487994097,4,Dry,Daylight,0,40,Car,Wakad
823,18.60084328100268,73.75551699672656,2023-04-07 18:41:46,18,4,2,Fog,City Road,0.29170742623756574,1,Wet,Daylight,1,80,Truck,Wakad
824,18.598268635646477,73.76802580267979,2023-12-23 07:26:25,7,5,1,Rain,Highway,0.7324273904066354,5,Dry,Daylight,0,60,Bus,Wakad
825,18.605529641034412,73.76995186861642,2023-11-26 11:04:04,11,6,1,Rain,Highway,0.5566935477762862,1,Wet,Daylight,0,40,Bike,Wakad
826,18.595049327392044,73.7645562578555,2023-02-17 03:08:38,3,4,2,Fog,City Road,0.40557915931213795,1,Wet,Night,0,40,Truck,Wakad
827,18.601898577458492,73.7668630999335,2023-06-27 06:31:57,6,1,2,Rain,Intersection,0.6971705731753322,1,Dry,Daylight,1,40,Car,Wakad
828,18.615404035685735,73.75630851801327,2023-02-21 18:48:37,18,1,2,Clear,Intersection,0.5370880977971562,1,Wet,Daylight,1,40,Bike,Wakad
829,18.60061040150971,73.76338405434154,2023-11-08 05:44:38,5,2,1,Clear,Intersection,0.6156570911311467,2,Wet,Night,1,40,Truck,Wakad
830,18.596650876521224,73.76840169636124,2023-06-30 10:47:19,10,4,1,Rain,Intersection,0.5939517943992083,1,Dry,Daylight,0,40,Bus,Wakad
831,18.585146440840088,73.75620646167162,2023-09-17 06:16:31,6,6,3,Clear,Intersection,0.6602680834032477,1,Dry,Daylight,0,40,Bus,Wakad
832,18.604290031433926,73.75338690420303,2023-07-26 06:30:28,6,2,1,Clear,City Road,0.8253032616260517,4,Wet,Daylight,0,80,Truck,Wakad
833,18.624421839986006,73.75924878571745,2023-08-06 01:33:40,1,6,1,Clear,City Road,0.9917986498693871,3,Wet,Night,0,40,Truck,Wakad
834,18.60895073267869,73.76336749609938,2023-08-20 06:01:04,6,6,1,Fog,Highway,0.26156547933499996,5,Dry,Daylight,1,40,Car,Wakad
835,18.610040363108507,73.76900563674893,2023-05-04 05:25:52,5,3,2,Clear,Intersection,0.9452347869919449,3,Dry,Night,0,40,Car,Wakad
836,18.591948514622732,73.76686373254302,2023-10-21 07:26:25,7,5,1,Rain,City Road,0.8630947419310526,5,Dry,Daylight,1,40,Truck,Wakad
