longitude,latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,Road_Type,Speed_limit,Junction_Detail,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Date
73.95302755,18.53520339,3,2,1,5,16:50,3,30,6,1,1,1,1,17-03-2018
73.79116952,18.61451289,3,2,1,7,15:30,6,30,3,1,1,1,1,19-03-2018
73.94053524,18.6239664,3,2,1,7,23:10,6,60,0,6,1,1,2,19-03-2018
73.84771099,18.60400301,3,2,1,2,22:10,6,30,0,6,1,1,1,14-03-2018
73.86216878,18.60209361,3,2,1,3,17:35,6,30,6,1,1,1,1,15-03-2018
73.7372715,18.52943937,3,2,1,3,15:45,6,30,3,1,1,1,1,15-03-2018
73.8107597,18.55127493,3,2,2,5,08:30,6,30,3,1,1,1,1,17-03-2018
73.92507356,18.4917675,3,2,1,5,09:45,6,30,6,1,2,2,1,17-03-2018
73.85385848,18.59385646,2,1,1,1,10:25,6,30,0,1,1,1,1,13-03-2018
73.84135773,18.61501295,1,1,1,2,08:15,6,30,3,1,1,1,1,14-03-2018
73.94057229,18.5538963,3,1,1,5,17:30,6,30,0,1,1,1,1,17-03-2018
73.81518861,18.56184196,3,1,1,6,20:50,3,40,3,4,1,1,1,18-03-2018
73.84366238,18.57245361,3,2,1,6,14:45,6,30,6,1,1,1,1,18-03-2018
73.74276512,18.63066462,2,2,1,6,13:55,6,30,9,1,1,1,1,25-02-2018
73.87757492,18.57285872,2,1,1,2,15:25,6,30,0,1,1,1,1,21-03-2018
73.88048121,18.51092921,3,2,2,3,08:20,2,30,3,1,1,2,1,22-03-2018
73.91072684,18.51634048,3,1,1,3,08:55,6,30,3,1,1,1,1,22-03-2018
73.8517642,18.51690761,3,2,2,5,17:10,6,30,3,1,1,1,1,24-03-2018
73.94245028,18.50918542,3,2,1,2,18:00,2,30,3,1,2,2,1,21-03-2018
73.74964855,18.5084183,3,2,1,3,16:45,6,30,0,1,1,1,2,29-03-2018
73.81971052,18.51718011,3,1,1,2,17:55,6,30,3,1,1,1,1,21-03-2018
73.83297752,18.55040943,3,2,1,4,19:05,6,30,3,4,1,1,2,23-03-2018
73.75673668,18.56180969,2,1,1,6,18:55,6,30,0,4,1,1,1,25-03-2018
73.88158853,18.62171848,3,2,1,6,19:50,6,30,0,4,1,2,1,25-03-2018
73.74571629,18.54363602,3,1,1,7,21:50,6,30,0,4,1,1,1,26-03-2018
73.95515079,18.64406664,3,1,1,7,15:45,6,30,0,1,1,1,1,26-03-2018
73.89275469,18.49200201,3,1,1,7,10:15,6,30,3,1,1,1,1,26-03-2018
73.8965849,18.61209621,3,2,2,1,21:51,3,70,3,4,1,1,2,27-03-2018
73.92228581,18.53838906,3,2,1,1,23:00,1,30,1,4,1,2,1,27-03-2018
73.76576779,18.61369372,3,2,1,3,13:15,6,30,3,1,1,1,1,29-03-2018
73.89735661,18.55554719,2,2,1,3,12:10,3,70,0,1,1,1,2,29-03-2018
73.94373943,18.51224102,3,2,1,4,19:05,3,70,3,1,2,2,2,30-03-2018
73.8568945,18.49877451,3,2,6,4,14:30,6,30,3,1,2,2,1,30-03-2018
73.81213216,18.56333596,3,2,2,5,12:40,6,30,3,1,1,1,1,31-03-2018
73.79634884,18.55493547,3,2,2,5,01:20,6,30,0,4,1,2,1,31-03-2018
73.83962212,18.59678061,3,2,2,5,11:20,6,30,6,1,1,1,1,31-03-2018
73.94314702,18.64590917,3,1,2,2,08:45,6,30,3,1,1,1,1,21-03-2018
73.8334691,18.54963442,3,2,1,7,18:20,6,30,2,1,1,1,1,26-03-2018
73.95996864,18.62388384,3,1,1,4,08:30,6,30,3,1,2,2,1,06-04-2018
73.91885576,18.61030871,3,2,1,4,09:30,6,30,3,1,1,2,1,06-04-2018
73.73704041,18.53613235,3,2,1,3,18:45,6,30,0,1,1,1,1,05-04-2018
73.96095687,18.50461949,3,2,1,2,16:10,6,30,9,1,1,1,1,04-04-2018
73.77978636,18.58466335,3,2,1,5,18:02,6,30,3,1,1,1,1,07-04-2018
73.82435769,18.58069911,3,2,1,1,01:00,2,30,5,4,1,1,1,10-04-2018
73.95181041,18.53430841,3,2,1,6,14:05,6,30,6,1,1,1,1,01-04-2018
73.88939683,18.5746768,3,1,1,6,17:15,6,30,9,1,1,1,1,08-04-2018
73.86869912,18.50921977,2,2,1,6,20:00,6,30,3,1,1,1,1,08-04-2018
73.82630499,18.56443309,3,1,1,6,23:55,6,30,9,4,1,1,1,01-04-2018
73.79723545,18.6237332,2,1,1,6,17:30,6,30,0,1,1,1,1,08-04-2018
73.88420386,18.56709883,3,2,1,6,08:20,6,30,9,1,1,1,1,08-04-2018
73.94134094,18.52772659,3,3,1,5,06:55,6,30,3,1,2,2,1,14-04-2018
73.81612685,18.57208772,3,2,1,6,16:45,6,30,3,1,1,1,1,15-04-2018
73.8740193,18.5162977,3,1,1,5,14:55,6,30,0,1,1,1,1,14-04-2018
73.75819295,18.49160514,3,2,1,6,13:45,6,30,3,1,1,2,1,15-04-2018
73.84823443,18.62314968,3,2,1,7,19:00,1,30,1,1,9,1,1,16-04-2018
73.86454103,18.62068486,3,2,1,2,20:51,6,30,3,4,1,1,1,11-04-2018
73.90953087,18.56759856,3,2,3,3,19:30,6,30,6,1,1,1,1,05-04-2018
73.91637683,18.50564509,3,2,1,6,15:20,1,30,1,1,1,1,1,08-04-2018
73.74250868,18.49707548,3,3,2,7,12:42,6,30,0,1,2,2,1,09-04-2018
73.96066631,18.61428903,2,1,1,7,21:05,6,30,0,4,1,1,1,09-04-2018
73.78172701,18.61835913,3,2,1,6,10:45,3,30,1,1,1,1,1,15-04-2018
73.91306101,18.60192656,3,2,3,1,09:30,6,30,0,1,1,1,1,17-04-2018
73.85135251,18.50299883,3,2,1,6,12:30,3,30,3,1,1,1,1,01-04-2018
73.75104809,18.56245535,3,3,1,7,13:30,6,30,3,1,1,1,1,16-04-2018
73.9454993,18.52929513,3,2,4,4,14:30,6,30,6,1,1,1,1,13-04-2018
73.7893884,18.59548081,3,2,1,3,16:00,6,30,6,1,1,1,1,19-04-2018
73.80018461,18.63890962,3,2,2,4,08:30,3,30,6,1,1,2,1,20-04-2018
73.94702021,18.50613529,3,2,1,6,15:00,6,30,3,1,1,1,1,22-04-2018
73.75520273,18.49277045,3,2,1,6,10:15,6,30,3,1,1,1,1,22-04-2018
73.89032591,18.5278352,3,2,2,7,19:25,6,30,6,1,1,1,1,23-04-2018
73.90311837,18.48825398,3,2,1,1,13:40,3,30,0,1,1,1,1,24-04-2018
73.74250419,18.51935046,3,2,1,6,11:55,3,30,6,1,1,1,1,22-04-2018
73.74933273,18.62020284,3,2,1,4,20:20,6,30,6,1,1,1,1,27-04-2018
73.8916862,18.55679675,3,2,1,7,08:55,6,30,3,1,2,2,1,30-04-2018
73.83176007,18.63598388,3,1,1,7,13:40,6,30,0,1,4,1,1,30-04-2018
73.93868962,18.64240804,3,2,2,4,14:35,6,30,3,1,1,1,1,27-04-2018
73.88309033,18.54287468,3,2,2,5,09:45,6,30,3,1,1,2,1,28-04-2018
73.79547598,18.6321542,3,2,2,4,08:20,6,30,9,1,1,1,1,04-05-2018
73.82655074,18.50007886,3,1,1,5,15:45,3,30,9,1,2,2,1,05-05-2018
73.78845921,18.58120579,3,3,1,6,18:00,6,30,1,1,1,1,1,06-05-2018
73.75327945,18.49232055,3,1,1,5,17:00,6,30,3,1,1,1,1,07-04-2018
73.90093606,18.51846428,2,1,1,2,18:20,6,30,0,1,1,1,1,11-04-2018
73.95557967,18.53882946,3,2,6,1,13:20,3,40,6,1,1,1,1,01-05-2018
73.78390964,18.49184752,3,2,2,1,20:44,6,30,0,4,1,1,1,01-05-2018
73.94785818,18.5079787,2,1,1,2,14:37,3,30,6,1,1,2,1,02-05-2018
73.89952572,18.55125502,3,2,1,4,06:55,3,30,9,1,1,1,1,11-05-2018
73.77429608,18.49246991,3,2,1,5,20:22,6,30,9,1,1,2,1,05-05-2018
73.85241467,18.59116264,3,2,1,5,21:00,6,30,8,1,1,1,1,05-05-2018
73.77646915,18.49961874,3,2,2,1,05:33,3,30,3,1,1,1,1,08-05-2018
73.95414931,18.56195109,3,1,1,7,13:00,6,30,9,1,1,1,1,14-05-2018
73.95530586,18.6014636,3,2,1,7,11:00,6,30,9,1,1,1,1,14-05-2018
73.82886143,18.56725313,2,2,2,7,23:40,6,30,0,4,1,1,1,14-05-2018
73.73705982,18.50546611,3,1,1,2,15:00,6,30,0,1,2,2,1,02-05-2018
73.94387661,18.58366368,3,2,1,5,12:35,6,30,3,1,4,1,1,05-05-2018
73.91204949,18.50481708,3,1,2,4,12:25,3,40,0,1,1,2,1,25-05-2018
73.93558268,18.57111751,3,2,1,5,10:55,6,30,6,1,1,1,1,05-05-2018
73.8715072,18.57588829,3,2,1,2,18:10,6,30,3,1,1,1,1,23-05-2018
73.81360486,18.50263429,3,2,1,3,15:30,1,50,1,1,8,2,1,24-05-2018
73.86517081,18.57509761,2,1,1,3,18:20,6,30,3,1,1,1,1,24-05-2018
73.83390439,18.59394504,3,2,1,4,18:11,3,40,6,1,1,1,1,25-05-2018
73.76288604,18.55563878,3,2,1,3,09:00,6,30,3,1,1,1,1,31-05-2018
73.930621,18.63184637,3,2,2,4,21:40,3,40,9,4,2,2,1,01-06-2018
73.9144268,18.55191198,3,2,1,6,21:07,9,30,9,1,1,1,1,03-06-2018
73.80641863,18.56194911,2,2,1,6,09:35,6,30,6,1,1,1,1,27-05-2018
73.92944785,18.54533603,3,2,1,2,12:28,2,30,0,1,1,1,1,30-05-2018
73.85251283,18.59225197,3,1,1,3,17:20,3,40,1,1,1,1,1,31-05-2018
73.80410859,18.60223884,3,2,2,3,14:47,6,30,3,1,1,1,1,07-06-2018
73.80420234,18.56636614,3,1,1,3,15:40,6,30,6,1,1,1,1,07-06-2018
73.77486728,18.49968698,3,2,1,5,20:00,6,30,6,1,1,1,1,02-06-2018
73.92690002,18.56982224,3,2,1,5,11:05,1,30,1,1,1,1,1,09-06-2018
73.95376417,18.48955891,3,2,1,5,08:30,6,30,3,1,1,1,1,09-06-2018
73.96282884,18.53685058,3,2,1,6,22:00,6,30,9,1,1,1,1,10-06-2018
73.88761323,18.49035704,2,2,2,7,01:23,6,30,2,4,1,1,1,11-06-2018
73.90278257,18.62668854,3,2,1,5,13:00,1,40,1,1,1,1,1,09-06-2018
73.79321928,18.60549407,2,2,1,4,13:00,6,30,6,1,1,1,1,08-06-2018
73.82991803,18.50291774,3,3,2,2,10:00,6,30,3,1,1,2,1,13-06-2018
73.80042375,18.55173341,3,1,1,5,18:00,6,30,9,1,1,1,1,16-06-2018
73.80286269,18.62279218,3,2,2,6,19:35,6,30,3,1,1,1,1,17-06-2018
73.9010837,18.49797465,3,2,1,6,20:40,6,30,9,1,1,1,1,17-06-2018
73.78444644,18.57840345,3,2,1,7,13:00,1,30,1,1,1,1,1,18-06-2018
73.91304498,18.63864605,3,2,1,7,15:00,6,30,7,1,1,1,1,18-06-2018
73.84460636,18.61851707,3,1,1,7,22:10,6,30,0,1,1,1,1,18-06-2018
73.89407509,18.61271018,3,2,1,6,23:10,3,30,7,4,1,1,1,17-06-2018
73.93239497,18.62395677,3,2,1,2,21:55,6,30,3,4,1,1,1,20-06-2018
73.9053854,18.60287588,3,2,2,3,12:44,1,30,1,1,1,1,1,21-06-2018
73.83065861,18.55436783,3,2,1,4,11:20,3,30,0,1,1,1,1,08-06-2018
73.94554951,18.49492494,3,2,1,2,12:00,1,30,1,1,1,1,1,20-06-2018
73.89164054,18.60543093,3,2,1,2,04:30,6,30,3,1,1,1,1,30-05-2018
73.83827808,18.63821358,3,2,1,7,20:34,6,30,3,1,1,1,1,04-06-2018
73.91053529,18.61302549,3,3,3,4,13:42,3,40,0,1,1,1,1,08-06-2018
73.89681741,18.59605029,3,2,2,5,08:15,6,30,3,1,1,1,1,09-06-2018
73.81772834,18.57808968,3,1,1,3,08:40,6,30,3,1,2,2,1,14-06-2018
73.85231956,18.56662899,3,3,3,3,08:50,6,30,3,1,1,2,1,14-06-2018
73.82357045,18.59670872,3,3,1,4,16:08,3,40,6,1,1,1,1,15-06-2018
73.75545353,18.53972793,3,2,1,5,08:45,6,30,9,1,1,1,1,23-06-2018
73.90611324,18.58686052,3,2,1,5,16:45,6,30,3,1,1,1,1,23-06-2018
73.76663957,18.5360738,3,2,1,6,22:10,6,30,1,4,1,2,1,24-06-2018
73.79593745,18.49485819,3,2,1,4,16:05,6,30,6,1,1,1,1,15-06-2018
73.93285648,18.49182033,3,2,1,3,17:30,6,30,9,1,1,1,1,21-06-2018
73.78262042,18.51908131,2,1,1,5,17:45,6,30,0,1,1,1,1,23-06-2018
73.82719096,18.63544592,3,1,1,5,18:11,3,30,0,1,1,1,1,23-06-2018
73.95423262,18.52467876,3,2,1,5,18:20,6,30,8,1,1,1,1,23-06-2018
73.89614954,18.60866132,3,2,1,5,19:56,1,40,1,1,1,1,1,23-06-2018
73.89587777,18.51043384,3,2,1,6,11:39,6,30,3,1,2,2,1,24-06-2018
73.78004486,18.64037118,3,2,2,3,23:31,3,30,6,4,2,2,1,28-06-2018
73.83242993,18.50124706,3,2,1,5,13:00,3,30,3,1,1,1,1,30-06-2018
73.77629331,18.54290437,3,2,1,7,12:10,6,30,2,1,1,1,1,02-07-2018
73.89825319,18.5786197,3,6,7,6,17:45,3,30,7,1,1,1,1,17-06-2018
73.93839118,18.59253001,2,2,1,7,14:10,6,30,3,1,1,1,1,25-06-2018
73.77824904,18.53269615,3,2,1,3,11:50,6,30,3,1,1,1,1,28-06-2018
73.88988953,18.56228106,3,2,2,3,16:10,7,30,1,1,1,1,1,28-06-2018
73.90055309,18.59293694,3,1,1,4,15:40,6,30,6,1,1,1,1,29-06-2018
73.88452998,18.5944941,3,2,1,4,10:50,3,30,6,1,1,1,1,06-07-2018
73.95979616,18.61895091,3,2,2,2,12:09,6,30,8,1,1,1,1,04-07-2018
73.75259335,18.64102722,3,2,1,4,18:06,6,30,0,1,1,1,1,15-06-2018
73.73626955,18.56299165,2,2,1,4,11:08,1,40,1,1,1,1,1,29-06-2018
73.89881358,18.52913559,3,2,1,4,16:45,6,30,0,1,4,1,1,06-07-2018
73.93290254,18.5191932,3,1,1,4,15:41,6,30,9,1,1,1,1,06-07-2018
73.84174204,18.51503662,3,2,1,7,20:39,7,30,7,1,1,1,1,09-07-2018
73.80927238,18.58789955,3,2,1,6,17:00,6,30,3,1,1,1,1,01-07-2018
73.77622262,18.48820951,3,1,2,2,11:15,6,30,6,1,2,2,1,04-07-2018
73.77142816,18.56815805,3,3,1,2,11:53,6,30,0,1,2,2,1,04-07-2018
73.84677212,18.61231254,3,1,1,7,18:36,6,30,9,1,1,1,1,09-07-2018
73.87118918,18.54547116,3,2,2,1,13:00,3,30,7,1,1,1,1,10-07-2018
73.79881388,18.62656372,3,2,1,1,18:15,6,30,6,1,1,1,1,03-07-2018
73.74627879,18.53508443,3,2,1,1,14:10,6,30,1,1,1,1,1,03-07-2018
73.89316653,18.55132528,3,2,3,7,12:18,3,40,7,1,1,1,1,02-07-2018
73.75437622,18.61487782,3,2,1,1,17:20,6,30,3,1,1,1,1,10-07-2018
73.79783077,18.52937083,2,2,1,6,14:08,3,30,0,1,1,1,1,01-07-2018
73.87057672,18.52633676,3,2,1,7,04:00,2,30,3,1,2,2,1,02-07-2018
73.93990891,18.54711706,3,2,1,1,07:40,6,30,0,1,1,1,1,17-07-2018
73.87067334,18.58445865,3,2,1,2,17:36,6,40,0,1,1,1,1,11-07-2018
73.84763927,18.61434565,3,2,1,3,17:20,6,30,3,1,1,1,1,12-07-2018
73.88165569,18.55765232,3,4,4,3,15:34,6,30,0,1,1,1,1,12-07-2018
73.94935531,18.51031308,3,2,1,1,16:48,3,30,0,1,1,1,1,17-07-2018
73.85815396,18.60544129,3,1,1,3,11:24,6,30,3,1,1,1,1,19-07-2018
73.8138505,18.57304523,3,1,2,5,23:40,6,30,6,4,1,1,1,21-07-2018
73.9220077,18.55217918,3,2,1,6,16:15,6,30,6,1,1,1,1,22-07-2018
73.84030263,18.56627751,3,3,1,6,16:22,3,40,0,1,1,1,1,22-07-2018
73.79120093,18.56826972,3,2,1,5,14:10,6,30,6,1,1,1,1,07-07-2018
73.82065631,18.61760306,3,1,2,4,18:05,6,30,6,1,1,1,1,13-07-2018
73.7774329,18.59088784,3,3,1,1,16:15,6,30,6,1,1,1,1,17-07-2018
73.75069217,18.59302624,3,3,4,2,21:34,3,30,6,4,1,1,1,18-07-2018
73.95590172,18.60023218,3,2,2,4,17:30,3,30,3,1,1,1,1,20-07-2018
73.92509224,18.64101678,3,1,1,1,18:50,6,20,0,1,1,1,1,24-07-2018
73.94223013,18.56941327,2,2,1,7,12:30,6,60,0,1,1,1,1,23-07-2018
73.7439954,18.53264525,3,2,1,6,21:15,6,30,0,1,1,1,1,15-07-2018
73.82646974,18.59213516,3,2,2,3,19:24,3,30,0,1,1,1,1,26-07-2018
73.79082607,18.56556944,3,2,1,4,18:45,6,30,0,1,1,1,1,27-07-2018
73.86879691,18.5599751,3,1,1,6,23:05,6,30,3,4,1,1,1,29-07-2018
73.74393337,18.59192849,3,2,1,1,13:50,6,30,6,1,1,1,1,31-07-2018
73.77023027,18.63460698,3,3,1,2,11:50,6,30,0,1,1,1,1,01-08-2018
73.89848356,18.55838509,3,2,1,3,14:10,6,30,9,1,1,1,1,02-08-2018
73.82008715,18.5593575,3,2,4,5,18:57,3,30,6,1,1,1,1,21-07-2018
73.90484052,18.64387804,3,1,1,5,11:15,9,30,0,1,2,2,1,28-07-2018
73.83983821,18.59166515,3,3,1,6,11:05,6,30,0,1,1,1,1,29-07-2018
73.81667071,18.59596977,3,2,1,4,15:05,6,30,6,1,1,1,1,03-08-2018
73.8186933,18.50050139,3,2,1,6,08:30,6,30,9,1,1,2,1,29-07-2018
73.79291676,18.58997018,3,4,4,6,16:25,6,40,0,1,1,1,2,05-08-2018
73.95249636,18.49555805,3,3,1,1,22:30,6,30,6,4,1,1,1,07-08-2018
73.86792829,18.60191459,3,2,1,3,10:30,6,60,3,1,1,1,2,02-08-2018
73.78863052,18.56929236,2,1,1,6,00:30,6,30,3,4,2,2,1,05-08-2018
73.95271889,18.5871605,3,1,1,6,20:30,6,30,3,1,1,1,1,05-08-2018
73.8905107,18.55848007,3,2,1,7,03:00,6,30,6,4,1,1,1,06-08-2018
73.73549235,18.58610872,3,1,2,1,20:35,6,30,3,1,1,1,1,07-08-2018
73.77835888,18.56999981,3,2,1,2,14:00,6,30,9,1,1,1,1,08-08-2018
73.803363,18.5399037,3,2,1,2,22:00,1,40,1,4,1,1,1,08-08-2018
73.8237524,18.60329541,3,1,1,4,15:30,1,30,1,1,1,1,1,10-08-2018
73.84932597,18.58622939,3,3,1,5,14:44,3,30,3,1,1,1,1,11-08-2018
73.94176284,18.54529711,2,2,2,6,23:28,6,30,0,4,1,1,1,12-08-2018
73.85590416,18.54759882,3,2,1,6,13:25,6,30,6,1,1,1,1,12-08-2018
73.84467886,18.61830476,3,2,1,7,14:30,6,60,3,1,2,2,2,13-08-2018
73.78986124,18.56084573,3,2,1,7,13:45,6,30,3,1,2,2,1,13-08-2018
73.88975522,18.5047144,2,1,1,1,13:30,6,30,0,1,1,1,1,14-08-2018
73.78885861,18.57353313,3,2,1,6,07:49,3,30,0,1,8,2,1,05-08-2018
73.73744614,18.62568257,3,2,1,3,17:20,6,30,7,1,1,1,1,09-08-2018
73.87827486,18.54411377,3,3,3,3,15:40,6,30,0,1,1,1,1,09-08-2018
73.76667818,18.55292383,3,2,1,3,16:45,3,30,1,1,1,1,1,16-08-2018
73.82013833,18.59739552,3,2,1,7,15:50,6,30,0,1,1,1,1,20-08-2018
73.90968552,18.54896883,3,2,3,6,18:25,6,30,0,1,1,1,1,19-08-2018
73.89440068,18.59159937,3,2,1,4,07:45,6,30,6,1,1,1,1,17-08-2018
73.77510713,18.64639007,3,1,1,7,12:00,6,30,3,1,1,1,1,20-08-2018
73.80714303,18.56731097,3,2,1,2,16:50,6,30,5,1,1,1,1,22-08-2018
73.92555579,18.53865381,3,2,1,5,16:07,6,30,3,1,2,2,1,25-08-2018
73.82283223,18.59804649,2,2,2,5,19:20,6,30,6,1,1,1,1,18-08-2018
73.81565796,18.60614511,3,2,1,5,08:50,1,30,2,1,1,1,1,18-08-2018
73.77387142,18.64717874,3,2,1,7,20:30,6,30,6,4,1,1,1,27-08-2018
73.87989197,18.55556735,3,2,1,6,14:20,3,40,0,1,1,2,2,26-08-2018
73.73522797,18.5513155,3,2,1,3,21:40,6,30,9,4,1,1,1,30-08-2018
73.93070411,18.58586375,3,1,1,6,13:13,6,30,0,1,1,2,1,26-08-2018
73.74638438,18.49174566,2,1,1,1,20:50,6,30,9,4,1,1,1,21-08-2018
73.9228455,18.50094266,2,3,2,6,01:23,6,30,6,4,2,2,1,26-08-2018
73.79642809,18.63267839,3,2,2,4,16:40,6,30,9,1,2,2,1,31-08-2018
73.95848847,18.58973066,3,2,3,7,20:33,6,40,0,4,1,1,1,27-08-2018
73.89238319,18.58260136,3,2,1,5,10:10,3,40,1,1,1,2,1,01-09-2018
73.82539109,18.58928212,3,2,1,6,08:15,6,30,0,1,1,1,1,02-09-2018
73.80360796,18.4939749,3,2,2,3,12:02,6,30,0,1,1,1,1,30-08-2018
73.83086374,18.57405553,2,2,1,7,15:25,6,30,6,1,1,1,1,03-09-2018
73.91312458,18.55003356,3,2,1,2,14:35,6,30,3,1,1,1,1,05-09-2018
73.93061895,18.59142433,3,2,3,4,08:40,6,30,9,1,1,1,1,07-09-2018
73.87688967,18.54752037,3,2,1,5,15:20,3,30,6,1,1,1,1,01-09-2018
73.85177349,18.54391955,3,2,1,7,09:39,3,30,9,1,2,2,1,10-09-2018
73.90900176,18.52600593,3,2,1,2,08:15,6,30,0,1,1,1,1,12-09-2018
73.74834568,18.55251542,3,2,1,5,17:14,6,30,0,1,2,2,1,08-09-2018
73.74905373,18.63362314,3,2,1,5,12:16,9,30,6,1,1,1,1,08-09-2018
73.83814231,18.57047806,3,2,1,3,17:30,6,30,3,1,1,1,1,13-09-2018
73.93010448,18.57968715,3,1,1,3,23:10,6,60,0,6,1,1,2,23-08-2018
73.87645893,18.52613875,2,1,1,7,14:21,6,30,0,1,1,1,1,03-09-2018
73.839673,18.53468961,3,2,1,6,08:45,6,30,0,1,1,1,1,09-09-2018
73.90719447,18.58021537,3,2,1,6,09:44,6,30,3,1,2,2,1,09-09-2018
73.77975967,18.64059966,3,3,4,6,15:55,6,30,3,1,1,1,1,09-09-2018
73.84233174,18.49022605,3,2,1,7,20:00,6,30,3,1,1,1,1,10-09-2018
73.86203809,18.64368859,2,2,1,2,22:59,6,30,9,4,1,1,1,12-09-2018
73.9171982,18.48779598,3,1,1,1,02:25,6,30,0,4,1,1,1,18-09-2018
73.78122505,18.5827505,3,2,1,1,14:20,1,30,1,1,1,1,1,18-09-2018
73.85885318,18.54388592,3,2,3,2,13:30,6,30,3,1,1,1,1,19-09-2018
73.88473549,18.6390235,3,3,1,3,08:05,6,30,9,1,2,2,1,20-09-2018
73.85990518,18.50759987,3,2,1,6,14:45,6,30,0,1,1,1,1,09-09-2018
73.77198292,18.50834071,3,2,1,6,15:15,6,30,3,1,1,1,1,16-09-2018
73.92884985,18.53497443,3,2,1,6,17:51,6,30,3,1,1,1,1,16-09-2018
73.85261797,18.5813205,3,2,1,3,17:20,6,30,6,1,1,1,1,20-09-2018
73.88963856,18.50447399,3,2,1,6,09:15,6,30,6,1,1,1,1,16-09-2018
73.78430124,18.63488649,3,3,1,7,20:09,1,30,1,4,1,1,1,24-09-2018
73.92139035,18.61652708,2,1,1,6,09:10,6,30,3,1,1,1,1,26-08-2018
73.82849792,18.58504632,2,2,1,4,18:50,1,30,1,1,1,1,1,21-09-2018
73.93530799,18.61096425,3,2,1,5,16:40,3,30,3,1,1,1,1,22-09-2018
73.75331876,18.63468209,3,2,1,6,15:50,6,30,9,1,1,1,1,23-09-2018
73.82876376,18.52581003,2,1,1,6,18:10,6,30,0,1,1,1,1,23-09-2018
73.76410254,18.60321521,3,2,1,7,16:10,6,40,0,1,1,1,2,24-09-2018
73.83757915,18.52341255,3,2,2,6,12:30,3,30,6,1,1,1,1,16-09-2018
73.86039193,18.52796203,3,2,1,1,17:12,3,30,9,1,1,1,1,25-09-2018
73.77268785,18.62207942,3,2,1,2,08:55,6,30,6,1,1,1,1,26-09-2018
73.87813197,18.64052834,3,2,3,2,18:25,6,30,3,1,1,1,1,26-09-2018
73.82283168,18.62285745,3,2,1,4,17:00,6,30,3,1,2,2,1,28-09-2018
73.74280991,18.59741891,3,1,1,5,18:21,6,30,3,1,1,1,1,29-09-2018
73.95543228,18.53392738,3,1,1,1,20:25,6,30,9,4,8,2,1,02-10-2018
73.91878017,18.51326516,3,2,1,4,17:50,3,40,0,1,2,2,1,28-09-2018
73.7480256,18.57429063,2,1,1,6,09:15,6,30,0,1,2,2,1,30-09-2018
73.91194352,18.55079208,3,2,1,7,11:05,1,30,1,1,2,2,1,01-10-2018
73.92149101,18.6321624,3,2,2,7,12:15,6,30,3,1,1,1,1,08-10-2018
73.74166355,18.64628644,3,2,2,5,19:15,6,30,9,1,2,2,1,08-09-2018
73.80736369,18.62873015,2,2,1,7,14:58,6,30,0,1,1,1,1,17-09-2018
73.91663324,18.50055178,3,3,5,1,11:27,3,30,7,1,1,1,2,18-09-2018
73.8974857,18.6234764,3,1,1,6,10:40,6,30,3,1,2,2,1,30-09-2018
73.7407505,18.52966468,3,2,4,4,15:30,3,30,9,1,1,1,1,05-10-2018
73.94765139,18.56784873,3,2,1,2,15:25,1,30,1,1,1,1,1,10-10-2018
73.73791136,18.62173467,1,1,1,5,09:40,6,30,3,1,5,2,1,29-09-2018
73.95488159,18.54332938,3,2,6,7,12:28,6,30,9,1,5,2,1,08-10-2018
73.96326468,18.59130214,3,1,1,7,07:15,6,30,3,1,1,2,1,08-10-2018
73.9472013,18.57382814,2,2,1,1,18:30,3,30,6,1,1,1,2,09-10-2018
73.76358795,18.53862228,3,2,1,3,08:00,6,30,3,1,1,1,1,11-10-2018
73.87966517,18.62259864,3,2,2,3,13:50,6,30,9,1,1,1,1,11-10-2018
73.76716114,18.57087727,3,1,1,4,08:45,6,30,0,4,1,2,1,12-10-2018
73.74846398,18.63919322,3,2,1,4,18:45,6,30,9,4,2,2,1,12-10-2018
73.79916992,18.54986462,3,2,1,5,08:50,6,30,6,1,1,1,1,13-10-2018
73.91170177,18.50574305,3,1,1,6,16:35,6,30,6,1,1,1,1,14-10-2018
73.81614761,18.56198033,2,2,1,6,14:57,6,30,0,1,1,1,1,07-10-2018
73.84444059,18.63037914,3,2,1,3,08:55,6,30,3,1,1,1,1,18-10-2018
73.81272011,18.5517005,3,1,1,3,12:15,6,30,9,1,1,2,1,25-10-2018
73.90660897,18.52126105,3,2,2,3,23:02,6,30,6,4,1,2,1,18-10-2018
73.81641265,18.60040208,3,2,1,3,09:36,6,30,6,1,1,1,1,11-10-2018
73.86830464,18.62714898,3,2,1,5,07:10,6,30,3,4,2,2,1,20-10-2018
73.83877927,18.54196759,3,1,1,5,08:45,2,30,9,1,1,2,1,20-10-2018
73.74643727,18.51147426,3,2,2,5,08:45,6,30,3,1,8,2,1,20-10-2018
73.96187533,18.62381298,3,3,3,7,13:00,6,30,3,1,2,2,1,22-10-2018
73.93139869,18.49354636,3,1,1,2,10:15,6,30,3,1,2,2,1,24-10-2018
73.79104839,18.54856432,2,2,1,4,22:05,3,40,6,4,1,1,1,19-10-2018
73.74108585,18.64236076,3,5,2,2,15:18,6,30,6,1,1,2,1,24-10-2018
